Settimana;Anno;Insegna;Pdv_codice;Pdv_località;Cod_Art_fornitore;Cod_Art_cliente;Descrizione;Pz_venduti;Valore_€;Prezzo_medio_scaffale;Rotture_stock_gg;Scorta_pdv;Promo_attiva;Note
14;2026;Tosano;T027;Thiene;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;43;98.47;2.29;0;24;NO;
14;2026;Tosano;T029;Bassano del Grappa;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;33;75.57;2.29;0;19;NO;
14;2026;Tosano;T003;Bussolengo;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;53;100,17;1,89;0;29;NO;
14;2026;Tosano;T001;Cerea;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;47;88,83;1,89;0;27;NO;
14;2026;Tosano;T009;Villafranca VR;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;40;75,60;1,89;0;21;NO;
14;2026;Tosano;T014;Affi;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;31;58,59;1,89;0;17;NO;
14;2026;Tosano;T018;San Bonifacio;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;39;73,71;1,89;0;22;NO;
14;2026;Tosano;T021;Vicenza Est;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;45;85,05;1,89;0;25;NO;
Settimana;Anno;Insegna;Pdv_codice;Pdv_località;Cod_Art_fornitore;Cod_Art_cliente;Descrizione;Pz_venduti;Valore_€;Prezzo_medio_scaffale;Rotture_stock_gg;Scorta_pdv;Promo_attiva;Note
15;2026;Tosano;T003;Bussolengo;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;130;206,70;1,59;0;61;NO;
15;2026;Tosano;T001;Cerea;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;112;178,08;1,59;0;53;NO;
15;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;94;149,46;1,59;0;43;NO;
15;2026;Tosano;T009;Villafranca VR;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;91;144,69;1,59;0;45;NO;
15;2026;Tosano;T011;Legnago;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;74;117,66;1,59;0;31;NO;
15;2026;Tosano;T014;Affi;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;60;95,40;1,59;0;27;NO;
15;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;71;112,89;1,59;0;33;NO;
15;2026;Tosano;T018;San Bonifacio;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;77;122,43;1,59;0;34;NO;
15;2026;Tosano;T021;Vicenza Est;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;102;162,18;1,59;0;48;NO;
15;2026;Tosano;T024;Arzignano;AF-SN-0450;88412;SNACK RUSTICO;MULTICEREALI 100G;64;101,76;1,59;0;28;NO;
15;2026;Tosano;T027;Thiene;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;73;116,07;1,59;0;36;NO;
15;2026;Tosano;T029;Bassano del Grappa;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;59;93,81;1,59;0;24;NO;
15;2026;Tosano;T003;Bussolengo;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;60;137,40;2,29;0;36;NO;
15;2026;Tosano;T001;Cerea;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;70;160,30;2,29;0;42;NO;
15;2026;Tosano;T007;S.Giovanni Lupatoto;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;46;105,34;2,29;0;27;NO;
15;2026;Tosano;T009;Villafranca VR;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;53;121,37;2,29;0;31;NO;
15;2026;Tosano;T011;Legnago;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;40;91,60;2,29;0;22;NO;
15;2026;Tosano;T021;Vicenza Est;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;63;144,27;2,29;0;37;NO;
15;2026;Tosano;T027;Thiene;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;41;93,89;2,29;0;23;NO;
15;2026;Tosano;T029;Bassano del Grappa;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;38;87,02;2,29;0;21;NO;
15;2026;Tosano;T003;Bussolengo;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;56;105,84;1,89;0;30;NO;
15;2026;Tosano;T001;Cerea;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;45;85,05;1,89;0;26;NO;
15;2026;Tosano;T009;Villafranca VR;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;42;79,38;1,89;0;23;NO;
15;2026;Tosano;T014;Affi;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;34;64,26;1,89;0;19;NO;
15;2026;Tosano;T018;San Bonifacio;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;37;69,93;1,89;0;20;NO;
15;2026;Tosano;T021;Vicenza Est;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;48;90,72;1,89;0;;NO;dato pdv parziale, chiuso 1gg x inventario
19;2026;Tosano;T003;Bussolengo;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;368;364,32;0,99;0;22;SI - SOTTOCOSTO PRIMAVERA;volantino pag.2 + testata gondola
19;2026;Tosano;T001;Cerea;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;342;338,58;0,99;0;25;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;295;292,05;0,99;0;18;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T009;Villafranca VR;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;270;267,30;0,99;0;20;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T011;Legnago;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;244;241,56;0,99;2;0;SI - SOTTOCOSTO PRIMAVERA;rottura stock sab-dom, riordino urgente
19;2026;Tosano;T014;Affi;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;188;186,12;0,99;0;15;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;205;202,95;0,99;0;16;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T018;San Bonifacio;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;236;233,64;0,99;0;17;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T021;Vicenza Est;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;315;311,85;0,99;0;21;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T024;Arzignano;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;176;174,24;0,99;0;14;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T027;Thiene;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;210;207,90;0,99;3;0;SI - SOTTOCOSTO PRIMAVERA;scaffale vuoto mer-gio-ven, consegna saltata
19;2026;Tosano;T029;Bassano del Grappa;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;162;160,38;0,99;0;13;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T003;Bussolengo;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;154;614,46;3,99;0;12;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T001;Cerea;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;140;558,60;3,99;0;14;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;118;470,82;3,99;0;10;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T009;Villafranca VR;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;105;418,95;3,99;0;11;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T011;Legnago;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;96;383,04;3,99;2;0;SI - SOTTOCOSTO PRIMAVERA;idem 0450, rottura we
19;2026;Tosano;T014;Affi;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;71;283,29;3,99;0;8;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;84;335,16;3,99;0;9;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T018;San Bonifacio;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;92;367,08;3,99;0;;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T021;Vicenza Est;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;127;506,73;3,99;0;11;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T024;Arzignano;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;68;271,32;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T027;Thiene;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;88;351,12;3,99;2;0;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T029;Bassano del Grappa;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;60;239,40;3,99;0;6;SI - SOTTOCOSTO PRIMAVERA;
19;2026;Tosano;T003;Bussolengo;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;61;139,69;2,29;0;37;NO;
19;2026;Tosano;T001;Cerea;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;69;158,01;2,29;0;41;NO;
19;2026;Tosano;T007;S.Giovanni Lupatoto;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;50;114,50;2,29;0;28;NO;
19;2026;Tosano;T009;Villafranca VR;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;48;109,92;2,29;0;29;NO;
19;2026;Tosano;T011;Legnago;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;43;98,47;2,29;0;23;NO;
19;2026;Tosano;T021;Vicenza Est;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;65;148,85;2,29;0;38;NO;
19;2026;Tosano;T027;Thiene;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;45;103,05;2,29;0;25;NO;
19;2026;Tosano;T029;Bassano del Grappa;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;36;82,44;2,29;0;20;NO;
19;2026;Tosano;T003;Bussolengo;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;54;102,06;1,89;0;30;NO;
19;2026;Tosano;T001;Cerea;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;48;90,72;1,89;0;27;NO;
19;2026;Tosano;T009;Villafranca VR;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;43;81,27;1,89;0;24;NO;
19;2026;Tosano;T014;Affi;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;32;60,48;1,89;0;18;NO;
19;2026;Tosano;T018;San Bonifacio;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;40;75,60;1,89;0;22;NO;
